customer_id,transaction_id,transaction_date,amount
1689,4901,26/04/2024,218.47
3351,214,01/06/2023,39.79
1025,7843,02/05/2023,458.05
4423,5976,23/01/2024,11.07
5140,9687,17/01/2023,487.63
2334,5372,29/01/2024,424.25
4717,3410,20/11/2024,43.39
1391,929,14/05/2023,87.5
5146,1374,06/01/2022,439.2
1401,2875,02/02/2024,98.42
4553,4801,11/05/2024,167.28
4262,2746,23/08/2023,77.88
2999,2879,06/12/2022,17.27
2590,10318,12/04/2022,418.75
88,4437,21/01/2022,224.39
973,7873,02/11/2023,342.32
211,10459,20/05/2024,261.32
5119,2507,26/07/2022,226.75
479,5352,03/03/2024,109.29
4355,9138,28/05/2024,177.7
2841,1700,16/03/2022,209.43
3850,6509,07/02/2024,434.96
676,9235,12/09/2023,491.64
633,7148,09/07/2022,310.5
934,5947,26/06/2023,178.43
1283,3277,01/10/2023,413.07
4479,6458,25/06/2023,486.54
240,3091,07/04/2022,169.65
5059,1453,07/09/2022,44.49
4475,5072,13/02/2023,205.68
450,10137,08/10/2024,240.93
3779,4821,10/03/2022,68.35
4521,3380,27/04/2022,324.74
4094,1179,06/10/2023,54.46
1520,8891,11/11/2023,479.65
1806,5435,29/07/2024,21.56
4953,4039,28/10/2022,194.7
743,5740,21/12/2024,427.03
2037,3422,05/09/2022,31.46
1290,3164,20/01/2023,67.86
344,2272,30/12/2022,27.83
4069,2626,08/04/2022,381.62
2491,6780,26/05/2022,427.22
1328,1810,03/05/2022,52.32
3753,7445,07/07/2024,166.66
4300,5519,08/12/2023,472.36
4187,5953,02/12/2022,55.65
3461,3470,10/06/2024,344.56
1544,9882,28/11/2023,394.77
2729,9975,28/03/2022,344.24
1891,5149,05/05/2022,224.78
839,7146,04/10/2024,314.81
1971,6762,05/05/2024,146.16
2264,3651,13/09/2023,216.36
761,9581,06/11/2024,141.34
3091,5500,14/09/2022,344.76
1271,10101,24/12/2022,205.45
1846,6659,07/01/2023,498.31
4853,6928,17/10/2023,83.86
2532,5213,30/06/2023,83.54
3516,6938,03/11/2022,130.71
5148,9637,22/10/2022,326.49
2590,10285,13/05/2023,484.22
4613,1224,19/11/2023,291.79
2399,5434,25/01/2023,256.66
427,2318,15/09/2023,77.08
3470,7726,26/02/2022,78.06
1670,4636,17/09/2022,115.1
1286,5622,19/01/2022,180.76
2151,10121,22/01/2023,75.43
3069,418,08/11/2023,235.57
4726,2928,17/05/2023,106.12
3463,8351,12/04/2022,189.07
3643,5780,09/03/2024,414.82
1620,2454,05/05/2024,74.99
4835,532,13/02/2022,136.34
4729,5193,06/07/2024,366.11
1773,6249,06/02/2023,297.45
3089,4553,03/02/2022,47.24
1074,4202,11/08/2022,81.12
705,7939,15/01/2024,327.77
2929,7815,09/07/2024,163.21
2554,3929,21/06/2022,92.07
3544,9324,10/02/2023,126.35
3576,6430,06/01/2024,155.33
3834,5385,03/11/2023,64.86
105,9222,02/03/2024,440.61
134,4427,06/06/2023,75.88
3104,6880,12/08/2023,478.12
4501,1515,03/11/2024,146.06
3638,9070,01/09/2023,211.0
145,8756,09/11/2024,418.66
2982,5427,31/07/2023,32.75
3192,8106,07/12/2023,116.64
3444,2465,12/01/2023,63.18
3284,4765,11/09/2023,411.07
4410,4661,01/09/2023,266.1
1807,2505,23/09/2023,352.4
285,4068,08/12/2024,406.37
3894,8331,20/12/2022,147.88
3041,4097,22/04/2024,292.1
3046,6175,08/06/2024,458.52
43,6138,24/11/2024,349.0
4857,2281,03/06/2024,76.53
1322,7117,02/08/2023,78.6
1926,5189,21/08/2024,78.04
3423,1344,20/09/2024,235.68
4699,4934,29/08/2024,492.53
2220,5018,09/09/2023,390.07
3917,6387,18/04/2022,23.86
3002,10177,11/12/2022,55.53
1989,2369,18/01/2024,250.06
1368,4917,30/03/2022,418.36
4436,5719,19/05/2022,94.18
3171,6638,22/01/2022,425.19
1290,4109,07/02/2023,471.07
178,6356,06/01/2023,291.86
4823,3655,01/01/2025,165.03
4037,8775,15/08/2024,338.03
3432,7744,17/02/2022,183.43
4597,334,18/03/2024,275.1
4679,1255,30/07/2023,323.81
4530,1882,19/11/2023,167.36
3837,829,19/07/2024,121.56
2730,6104,12/05/2022,489.3
2180,1552,27/10/2023,42.79
771,6736,31/01/2022,208.2
3098,7103,11/11/2022,259.53
2277,5938,29/07/2024,332.76
2891,9149,18/05/2022,71.9
4425,6081,04/01/2025,223.04
3031,4090,26/09/2022,20.84
2879,3753,02/12/2024,472.06
2577,2028,02/01/2024,248.74
2793,7334,08/07/2023,448.8
4283,5021,01/12/2022,451.56
1924,1674,26/06/2022,233.07
3950,6112,04/05/2023,333.63
3765,9166,13/04/2022,158.32
1531,1811,21/08/2023,335.67
4360,758,09/03/2023,132.02
2014,1310,18/12/2024,304.81
3426,629,02/12/2024,487.38
573,655,22/08/2023,13.37
2618,9741,28/11/2023,178.9
139,6627,21/03/2023,345.77
2109,5525,18/11/2023,390.49
1116,10339,10/01/2024,219.46
2493,8948,30/03/2023,33.07
5051,3451,25/05/2022,334.95
3849,9177,09/03/2024,366.53
123,4255,04/04/2024,44.85
1890,9316,04/02/2024,95.1
3332,2552,04/04/2023,111.88
429,9293,08/02/2022,143.96
1094,4424,04/04/2024,264.95
1064,3008,25/11/2024,125.15
3397,3312,18/12/2023,197.29
2188,8696,11/05/2023,151.4
2787,2261,22/07/2023,428.22
68,7771,21/08/2022,35.06
2256,759,08/03/2022,342.14
5108,5603,16/09/2023,376.97
805,2519,13/09/2023,225.1
1414,3092,31/07/2024,86.04
4297,2690,12/04/2023,417.38
4567,5150,05/06/2023,488.45
1285,7871,04/09/2024,335.59
2491,3862,18/03/2022,388.7
846,3994,12/06/2022,129.41
952,1795,21/12/2022,59.75
1854,949,06/10/2022,132.83
166,7230,17/01/2022,456.71
2402,5406,18/08/2022,105.14
4037,5461,03/04/2023,171.46
1191,10071,16/10/2022,40.45
2520,1381,29/04/2022,421.93
4455,5080,31/07/2022,295.86
2102,1280,13/04/2022,478.11
1243,9010,07/10/2023,91.55
4064,9420,21/12/2022,206.72
2902,8325,29/05/2024,425.74
3181,8001,20/08/2022,163.46
193,1419,11/09/2024,249.91
1163,5674,24/02/2023,353.6
98,4927,04/08/2024,386.71
1621,1580,04/12/2024,356.09
3655,5117,14/05/2023,400.94
1964,5349,12/11/2022,253.37
3050,9299,07/09/2024,429.37
3424,10060,04/05/2023,30.64
2654,4228,16/01/2022,82.76
1049,6764,26/11/2022,75.48
4629,424,06/07/2023,164.62
218,9592,30/03/2022,411.09
3720,107,04/08/2024,17.6
1255,1304,16/04/2024,473.94
4278,2720,05/12/2023,154.82
626,8856,04/06/2023,63.59
1123,1824,09/01/2023,166.57
3705,7221,28/04/2024,40.1
666,5994,05/01/2025,97.53
347,4938,21/08/2022,291.24
3023,1994,25/12/2024,364.37
2304,1393,20/11/2023,348.08
3712,10142,04/04/2023,352.7
3706,6773,28/09/2022,310.99
4613,5086,10/11/2024,483.19
4596,266,02/07/2024,146.49
4358,4598,06/06/2024,116.31
2315,3851,14/06/2024,31.47
3433,6119,01/08/2022,52.22
3098,4289,24/12/2022,143.42
262,7209,20/02/2024,144.21
3994,1763,11/07/2022,381.93
2105,562,23/07/2022,363.58
3726,1899,01/03/2024,468.03
2615,763,18/07/2024,447.75
4512,3941,09/09/2022,13.0
3162,9349,22/07/2023,469.75
4062,2827,01/11/2024,277.6
107,3987,06/12/2024,72.51
1932,295,01/04/2024,167.7
561,9385,02/08/2023,435.51
2291,3020,09/06/2024,275.26
2534,4578,19/10/2024,494.52
2533,4296,13/09/2022,276.93
2810,4763,15/08/2024,477.8
1998,6820,21/01/2024,226.0
4951,9535,02/08/2022,471.86
4443,2899,16/12/2023,222.24
2417,4976,17/12/2023,96.77
333,5200,19/08/2023,34.82
3961,7527,07/02/2022,425.9
2584,872,04/07/2023,464.95
4347,7136,24/12/2024,300.1
4365,1104,26/05/2022,183.36
651,8283,19/04/2023,426.58
2477,4704,23/02/2022,65.15
121,3326,07/08/2024,42.83
4502,4610,08/07/2022,19.75
2070,5950,07/07/2023,442.42
520,3412,19/04/2023,53.7
530,8703,21/08/2024,233.48
577,3469,21/10/2024,242.5
2238,1676,24/02/2022,142.33
3757,6001,14/10/2023,188.47
1619,6024,18/08/2022,480.76
973,4589,18/08/2024,301.94
1051,3200,30/10/2024,391.82
2250,9807,21/02/2024,106.77
4249,4516,29/06/2024,254.56
199,7864,17/03/2024,376.76
2441,5762,30/10/2024,419.81
4011,2440,02/03/2024,410.36
733,9393,06/06/2023,256.85
1326,9590,13/09/2024,122.12
3834,5383,10/06/2022,303.38
3955,5051,12/05/2022,360.15
4443,3750,01/01/2025,462.86
481,1219,23/03/2024,459.14
4119,376,11/07/2024,461.57
158,1616,19/12/2024,260.02
5108,2892,23/06/2024,308.39
1975,8730,18/10/2022,156.24
2609,8850,02/03/2023,231.24
1967,7578,20/10/2024,408.03
1413,3627,05/12/2024,263.37
845,6859,23/03/2024,164.37
2230,6994,17/10/2022,368.38
3796,8519,28/12/2022,457.31
4828,2205,28/11/2022,317.25
1067,5538,23/09/2024,233.17
4672,7084,20/01/2024,491.17
3513,3693,01/08/2024,98.5
2987,10439,07/01/2022,438.91
3304,5179,12/02/2024,232.18
1241,7559,08/10/2023,215.34
2984,3493,22/02/2024,250.11
4342,2400,28/09/2022,461.7
3468,1913,13/06/2022,110.4
548,4016,12/12/2022,313.84
1701,6428,13/09/2024,80.03
2564,10443,18/04/2024,74.18
3105,7060,19/08/2022,69.84
5042,9928,26/10/2024,295.37
3768,1339,14/12/2024,211.08
3723,2380,06/01/2025,180.44
4334,9804,05/02/2024,123.15
2404,6695,12/06/2024,22.12
5176,4619,16/09/2022,32.74
1106,5407,26/10/2024,114.51
4492,9846,18/03/2023,104.62
2700,9611,02/01/2024,485.18
1455,6904,21/06/2022,498.67
2004,8302,03/08/2024,123.99
3226,1062,05/01/2024,361.96
1314,66,06/09/2023,190.47
1170,9887,25/01/2022,226.65
40,7784,01/09/2022,156.95
4719,457,06/06/2023,350.3
1215,9215,28/07/2023,238.71
432,5752,07/05/2024,481.81
1106,1408,23/04/2023,315.78
347,2588,09/05/2022,101.43
3508,4241,24/02/2023,488.9
954,9063,25/07/2024,481.3
3291,7974,10/07/2024,384.81
262,3911,13/09/2022,289.95
2144,7724,23/01/2023,394.89
696,3563,27/12/2024,230.87
806,8483,01/11/2022,79.27
2364,4781,12/12/2024,345.52
4700,1716,03/02/2022,78.37
483,286,15/04/2024,386.03
939,2347,10/06/2024,208.72
815,9404,22/05/2024,195.48
4551,6236,07/03/2023,454.54
3005,2133,16/10/2023,342.58
5001,8287,24/12/2023,327.78
69,6243,17/04/2024,191.77
3332,4306,26/08/2024,129.69
2527,7695,03/07/2023,267.54
209,2783,04/07/2024,33.48
3262,209,25/05/2024,355.36
4577,4764,13/09/2024,452.17
1916,3835,14/04/2022,164.41
1483,7119,26/12/2023,95.74
4854,4856,17/10/2023,406.45
528,8623,26/04/2022,355.82
3891,5071,18/07/2024,15.88
4625,8910,25/05/2022,362.47
4223,7493,22/04/2024,177.08
1351,6251,09/12/2022,38.76
4323,9755,22/12/2022,218.59
3707,6757,04/03/2024,235.24
598,4335,30/12/2023,397.94
1062,8963,17/06/2023,134.29
1211,2195,18/09/2023,172.93
534,8153,16/10/2024,490.14
1079,391,01/11/2023,50.58
3439,4020,23/07/2022,248.56
2860,8681,23/03/2023,210.3
4952,5797,23/05/2023,153.24
333,4026,20/02/2024,197.75
4819,256,20/07/2023,398.38
4565,9405,18/08/2023,245.71
3758,476,30/09/2024,204.04
3828,3330,26/05/2023,34.98
2791,9062,15/09/2024,130.25
3875,570,30/12/2023,115.45
2942,3206,10/07/2024,279.35
2165,262,07/06/2022,484.94
4383,549,10/07/2023,56.34
4100,5332,16/01/2022,438.47
4808,3152,03/07/2022,377.15
3936,1220,19/03/2023,407.34
822,8709,13/07/2023,220.43
4657,1351,22/09/2023,105.35
2480,9071,25/06/2022,485.61
2050,7822,30/04/2023,198.78
686,3338,14/12/2023,125.25
1719,2171,29/07/2022,448.84
657,5729,31/01/2024,395.01
1350,8598,29/07/2023,361.28
3522,9786,15/01/2022,383.4
1652,5354,17/06/2023,61.47
1538,10178,01/09/2024,126.79
2683,1023,10/09/2024,15.28
2822,7072,22/12/2024,175.2
1146,445,07/05/2022,238.95
2841,9266,15/08/2023,95.51
2221,875,25/12/2024,124.16
4774,10399,31/07/2022,421.75
2512,2976,14/02/2024,317.78
4915,9343,28/09/2022,82.91
2082,8094,28/08/2022,417.71
5031,2919,10/02/2022,41.11
245,1680,07/04/2022,28.21
2424,23,21/06/2024,175.39
2129,8693,15/07/2022,116.6
3472,3251,07/02/2022,262.98
4647,2394,06/03/2023,479.01
3249,7658,29/12/2023,440.76
1711,873,03/02/2022,108.83
4512,3855,05/08/2023,34.26
1542,8121,01/09/2022,171.02
1110,9937,25/11/2022,198.94
5173,1867,20/02/2023,40.84
4526,8533,07/08/2024,24.05
2840,4487,28/01/2023,491.43
1937,3035,08/07/2023,74.25
4830,128,19/08/2024,459.01
3246,5845,27/12/2023,366.59
3058,921,06/05/2024,455.4
1,3733,22/11/2024,358.05
4779,8838,06/07/2023,60.81
1071,9147,08/01/2024,32.65
848,10136,14/06/2023,365.02
1818,988,29/12/2022,390.2
3560,7534,02/09/2022,181.43
4386,10246,15/12/2022,33.24
432,8107,08/10/2022,305.52
1972,2769,09/11/2024,297.93
869,1520,29/05/2022,42.78
2813,9938,14/11/2022,149.56
1593,2728,03/06/2023,477.11
3165,8692,06/03/2022,99.37
965,2737,10/12/2023,234.02
2319,6280,24/08/2023,383.42
3922,3962,25/09/2024,272.14
1768,9335,11/01/2022,349.44
4194,7106,02/06/2022,228.09
2996,1508,24/09/2022,16.84
3429,8535,09/09/2022,393.76
1565,369,11/11/2023,197.4
4689,6223,13/02/2022,176.09
2742,8526,11/07/2024,101.27
3377,3778,04/06/2023,178.86
13,4511,20/03/2023,349.25
2210,7394,15/12/2022,165.16
3939,9381,05/12/2022,139.08
3518,5270,26/01/2023,223.26
2741,2185,22/10/2024,82.6
1707,6800,03/04/2022,417.55
1769,7752,31/12/2022,222.75
3547,1423,01/09/2022,175.38
391,2807,02/04/2022,491.17
525,3282,08/10/2023,267.06
3503,10491,15/04/2022,277.96
1880,8912,04/09/2024,156.2
1512,1291,09/06/2022,50.97
295,1432,22/04/2024,350.69
2101,7632,12/11/2024,386.86
458,9726,06/01/2024,387.75
331,2692,09/07/2024,66.76
64,130,21/11/2023,300.84
2068,10284,13/04/2024,264.05
3797,489,15/02/2024,356.05
4507,10088,05/07/2024,238.23
2767,2904,08/06/2023,424.61
3780,2921,23/03/2024,252.5
5092,10,10/02/2022,222.7
1794,1114,14/08/2024,130.22
2846,4440,05/09/2023,377.94
1362,4520,30/09/2024,15.06
4901,3614,05/12/2023,274.82
3741,2938,15/07/2022,288.9
5154,1868,10/09/2022,141.42
1881,3582,15/01/2022,441.74
4849,9584,23/09/2024,217.21
1976,4931,01/10/2024,395.76
3499,2445,27/11/2024,351.23
1931,9178,03/09/2022,382.27
851,2328,23/02/2024,319.11
130,904,23/10/2024,476.14
4792,4475,06/10/2023,393.15
324,2889,28/10/2023,283.19
1393,592,12/03/2022,339.76
3515,7750,04/12/2022,318.69
692,902,10/12/2023,328.71
3072,9412,03/07/2023,478.1
3740,3923,01/03/2025,173.7
3866,2413,05/12/2022,316.06
2798,2540,02/11/2022,53.46
4953,4860,22/06/2023,292.04
2735,10163,25/12/2022,323.6
515,5683,08/01/2025,183.38
837,9451,09/10/2022,100.38
4102,6588,09/07/2023,83.29
480,7194,03/06/2022,78.61
2007,2414,17/08/2022,169.11
137,396,11/01/2025,173.01
1560,2729,03/07/2023,63.09
1075,250,07/03/2023,410.96
4547,3243,01/03/2024,39.11
953,9735,27/12/2023,212.1
3213,8244,27/06/2022,245.41
2075,1707,03/04/2023,443.54
222,4555,28/05/2023,326.69
5001,9225,24/09/2023,400.62
4021,6656,16/02/2024,170.67
434,6841,11/03/2023,209.21
4346,5718,06/03/2022,104.13
4386,1135,22/05/2023,163.61
95,2513,15/12/2022,392.22
4341,9111,02/10/2024,254.16
787,2670,17/03/2023,67.09
1632,7469,09/08/2023,88.32
191,6254,20/01/2022,308.07
4336,9398,27/06/2024,419.1
2455,757,01/09/2023,139.46
4889,5201,25/02/2023,409.81
2368,2533,05/10/2023,255.69
867,1457,04/09/2024,310.16
2008,6407,22/04/2022,356.23
2841,4965,28/01/2024,397.03
4316,8387,05/04/2022,324.53
531,711,07/12/2022,177.76
2702,8618,06/06/2022,303.85
1785,3891,02/06/2022,334.48
392,1077,11/12/2022,169.01
2457,2297,06/11/2023,209.37
1552,1474,01/12/2022,352.98
5185,8501,29/06/2024,407.17
4609,3924,10/07/2023,282.68
648,170,28/12/2022,374.7
3638,9032,18/08/2024,44.18
3514,3431,04/02/2024,165.76
2180,7540,10/03/2024,17.88
632,5376,10/05/2022,110.96
4115,6851,10/12/2022,221.55
2126,3359,12/04/2024,274.65
838,2613,13/04/2024,54.13
4012,9743,06/02/2024,239.52
278,2172,31/12/2023,188.46
2126,150,18/02/2023,494.51
2296,1418,27/02/2024,491.2
4724,8260,07/04/2024,397.58
4000,9363,25/11/2022,86.73
3556,4643,07/10/2024,280.55
941,4375,25/04/2024,109.98
5174,2260,28/01/2023,182.18
3758,7551,08/10/2024,20.41
13,5954,03/08/2023,107.86
1510,3504,25/10/2023,387.51
91,8824,14/10/2022,335.45
1368,5860,27/08/2023,292.66
1819,3403,05/03/2022,140.3
4804,7249,16/07/2024,86.88
2677,7122,26/12/2024,434.5
4117,4582,16/07/2023,458.63
4820,3662,02/08/2024,195.8
2582,4936,27/04/2024,181.29
3930,4868,19/06/2022,121.66
3272,6208,18/10/2023,128.07
4941,4825,11/07/2024,109.56
706,3759,03/12/2023,164.34
2962,1881,12/04/2023,359.18
1027,7652,27/03/2024,332.52
414,6034,02/02/2022,476.14
1825,7191,30/09/2023,214.94
4533,13,09/03/2023,200.17
2897,1921,12/01/2023,421.98
467,2112,05/10/2024,223.46
4395,7743,30/06/2023,334.7
449,2734,08/09/2023,209.83
4027,2848,16/06/2023,448.19
3049,2088,22/06/2022,426.79
504,402,03/04/2024,41.83
3396,1120,21/03/2023,282.6
3865,352,24/08/2023,170.27
4022,5012,12/09/2024,70.41
4567,3012,15/12/2024,406.46
3281,10039,20/05/2022,61.05
1519,4269,03/09/2024,74.61
3441,6290,23/12/2022,421.77
3245,8643,06/08/2022,394.3
3417,543,21/06/2024,18.58
709,6585,15/03/2023,192.05
5150,1026,08/06/2022,303.24
1491,8534,20/09/2024,138.45
2134,4464,29/04/2022,212.82
2244,6956,29/06/2024,272.79
4749,10079,17/06/2024,168.78
4975,6325,17/04/2023,252.5
2894,2368,14/03/2023,102.12
4912,6063,06/07/2023,51.47
4249,4361,02/09/2023,180.4
2964,1838,14/02/2024,469.43
4945,9186,26/10/2024,487.5
3383,9831,24/01/2024,416.77
1095,4579,22/03/2022,420.21
300,5305,05/10/2022,212.26
3393,4531,07/09/2022,124.25
3125,6789,12/08/2024,447.88
4413,8002,12/12/2024,488.71
596,3691,03/12/2024,188.4
2828,8946,20/10/2022,69.84
1974,4069,08/08/2022,48.0
135,1511,23/06/2024,201.73
3481,5015,01/02/2023,404.96
2474,8769,05/02/2023,227.58
2876,4161,29/01/2023,357.5
3328,5185,09/07/2024,401.18
671,6930,23/01/2024,86.76
2828,1962,29/11/2022,186.17
3290,8463,19/12/2024,53.18
3105,3479,23/09/2022,247.9
3223,6376,07/10/2024,396.42
123,9697,19/07/2024,419.93
1083,7923,09/08/2023,228.74
1839,4562,29/11/2024,355.14
2668,780,30/03/2023,478.79
3856,10159,20/06/2023,188.59
2647,9053,03/04/2022,391.48
4601,2053,12/10/2022,142.11
3089,3696,05/06/2022,21.45
4498,5402,13/10/2022,189.5
4116,3601,26/03/2022,261.12
4489,6842,23/01/2023,329.33
2300,2293,30/01/2023,176.57
3863,5943,26/06/2022,255.98
2057,7008,25/09/2022,455.27
2061,9996,01/03/2024,46.09
228,3518,17/11/2022,60.79
33,9568,13/04/2024,379.21
3818,9962,09/09/2022,238.19
1502,5290,25/01/2023,203.18
150,5338,27/01/2023,180.19
2438,7917,30/10/2024,316.46
4034,3852,09/01/2024,58.95
4752,9014,03/09/2023,15.1
267,5835,20/09/2022,294.96
3882,319,10/12/2024,14.81
3893,4274,17/05/2023,327.89
3019,7267,28/10/2023,183.41
2423,7200,23/09/2024,141.98
1667,5217,06/04/2023,168.73
630,1787,24/12/2022,107.57
4262,9713,25/08/2024,146.43
740,3712,26/04/2024,338.77
2867,4671,05/06/2022,333.76
1101,3516,03/05/2022,384.27
4977,4339,22/04/2022,128.8
1410,5320,04/06/2024,18.42
4462,1697,05/02/2024,90.31
2264,8933,05/05/2024,262.06
46,5944,18/07/2024,199.32
2450,9169,26/03/2022,285.03
2808,811,09/01/2023,145.26
5170,4755,19/02/2024,377.56
420,2223,31/07/2023,253.35
368,9283,22/12/2024,168.86
36,10016,31/05/2022,469.04
4383,526,17/11/2024,486.17
4269,5182,17/12/2022,290.15
944,2525,07/11/2023,399.4
3929,8213,10/08/2024,423.33
4098,5529,22/06/2023,301.74
3789,9696,15/08/2022,222.93
3874,1398,29/08/2023,195.89
3252,7558,02/11/2022,357.33
4624,3233,07/08/2022,457.96
2551,6676,22/11/2023,41.31
4041,5589,15/01/2023,98.29
926,9717,07/02/2022,437.33
104,3571,03/05/2023,330.98
3340,7582,07/01/2025,217.41
4841,9561,19/10/2024,143.1
4715,1124,22/11/2023,445.42
976,6597,12/05/2023,230.65
4407,436,05/04/2022,288.67
964,8766,09/01/2023,390.58
4953,4539,08/03/2023,75.57
2391,2902,10/03/2024,327.7
